age,sexe,taux,situationFamiliale,nbEnfantsAcharge,seconde_voiture,immatriculation
84212,79,F,581,En Couple,2,true,486 RP 90
84216,18,M,412,En Couple,2,true,6817 JG 51
84222,71,M,217,En Couple,1,true,2663 JO 21
84233,18,M,458,En Couple,0,true,2535 AV 87
84243,18,M,870,En Couple,4,true,9359 JF 11
84249,78,M,476, ,4,true,2719 FC 90
84260,65,F,1221,En Couple,2,true,3728 EU 40
84269,51,M,239,En Couple,1,true,1937 YE 58
84275,58,M,1197,En Couple,2,true,8628 YJ 38
84276,24,M,781,En Couple,1,true,3574 LM 14
84286,69,M,164,En Couple,2,true,1431 MP 30
84307,29,M,244,En Couple,2,true,8728 CJ 48
84313,46,F,1289,En Couple,2,true,7519 FR 60
84314,28,F,544,En Couple,4,true,9766 LO 49
84320,28,F,477,En Couple,2,true,6459 AK 61
84330,22,M,460,En Couple,4,true,678 FH 87
84342,31,F,1203,En Couple,0,true,9690 EL 39
84346,73,M,493,En Couple,4,true,8968 WY 24
84348,70,M,583,En Couple,1,true,638 DQ 98
84353,45,M,1007,En Couple,4,true,4649 NW 35
84362,38,M,852,En Couple,0,true,3260 CU 63
84370,22,M,405,En Couple,2,true,2259 YO 75
84378,35,M,233,En Couple,2,true,2627 CO 60
84380,46,F,176,En Couple,0,true,7562 NH 25
84383,22,M,879,En Couple,0,true,1435 NX 62
84388,27,M,173,En Couple,0,true,9396 QJ 37
84398,27,M,431,En Couple,3,true,6561 IZ 72
84399,27,M,449,En Couple,0,true,213 UD 96
84402,44,M,216,En Couple,3,true,8652 XK 97
84412,68,M,517,En Couple,2,true,7550 PG 13
84428,66,M,582,En Couple,4,true,4905 MU 82
84429,55,M,155,En Couple,2,true,6425 GH 15
84430,33,M,597,En Couple,4,true,1843 KR 86
84447,38,M,419,En Couple,1,true,8473 JU 65
84449,25,M,407,En Couple,1,true,2791 CA 29
84464,38,M,467,En Couple,0,true,8009 SS 22
84470,70,M,1172,En Couple,2,true,8587 VV 73
84485,70,F,577,En Couple,4,true,4137 GR 61
84493,39,M,1029,En Couple,2,true,8243 WR 19
84496,19,M,501,En Couple,1,true,4712 GU 76
84505,69,M,758,En Couple,3,true,765 LX 37
84513,22,M,1128,En Couple,0,true,8925 YI 81
84515,32,F,571,En Couple,2,true,1586 YJ 18
84516,20,Homme,1251,En Couple,1,true,9489 AH 27
84530,41,M,430,En Couple,1,true,3685 ZS 91
84535,27,M,234,En Couple,1,true,9921 BT 37
84562,59,M,949,En Couple,1,true,8009 VT 61
84567,66,M,546,En Couple,0,true,2205 ZH 41
84576,51,M,806,En Couple,2,true,6139 XO 44
84584,61,M,760,En Couple,1,true,7955 AS 95
84585,46,M,508,En Couple,1,true,6943 AK 49
84587,58,M,441,En Couple,4,true,6885 NR 81
84589,56,Masculin,192,En Couple,4,true,8894 UV 80
84604,83,M,1232,En Couple,3,true,1961 DE 76
84614,54,M,575,En Couple,2,true,451 RF 89
84616,49,M,469,En Couple,0,true,5453 LP 13
84619,59,M,456,En Couple,4,true,3411 RN 43
84627,83,M,236,En Couple,0,true,5461 CW 55
84638,84,M,520,En Couple,2,true,7886 DH 64
84647,31,F,170,En Couple,2,true,7986 LA 30
84653,56,M,1256,En Couple,1,true,7565 XV 84
84672,61,F,1038,En Couple,4,true,609 QN 77
84675,41,M,763,En Couple,2,true,6410 GW 67
84705,33,M,478,En Couple,0,true,3918 XG 37
84738,27,M,161,En Couple,0,true,3620 ET 41
84741,57,F,243,En Couple,0,true,4644 RL 71
84752,19,M,478,En Couple,2,true,8333 DY 22
84758,76,M,1369,En Couple,3,true,9855 ZV 77
84764,38,M,224,En Couple,2,true,5004 YP 39
84769,25,Homme,953,En Couple,4,true,7772 BY 31
84789,50,M,846,En Couple,3,true,779 LD 80
84793,78,M,1169,En Couple,2,true,5266 KQ 74
84800,23,M,501,En Couple,0,true,2651 PY 16
84804,81,F,440,En Couple,2,true,4761 XM 31
84805,56,F,435,En Couple,4,true,8296 NZ 67
84811,67,M,154,En Couple,1,true,2000 YJ 28
84812,21,M,909,En Couple,2,true,357 RI 82
84828,37,F,767,En Couple,1,true,3481 QE 14
84838,72,F,410,En Couple,1,true,9976 CL 49
84844,21,F,788,En Couple,4,true,2500 GL 29
84848,20,M,581,En Couple,3,true,2247 IK 71
84859,79,M,468,En Couple,1,true,9480 WO 22
84864,40,F,1055,En Couple,1,true,1123 HN 37
84869,78,F,1168,En Couple,1,true,5182 PT 27
84872,67,M,1009,En Couple,4,true,3906 UG 43
84896,30,M,1014,En Couple,4,true,3491 UO 84
84920,39,M,421,En Couple,1,true,2473 XO 71
84921,18,M,428,En Couple,3,true,5399 TZ 62
84945,52,F,1209,En Couple,2,true,227 ZY 41
84947,29,F,202,En Couple,2,true,835 MN 40
84948,50,M,186,Marié(e),0,true,5861 RQ 82
84955,63,M,158,En Couple,0,true,7143 WK 68
84957,24,F,415,En Couple,3,true,7768 CX 57
84976,30,M,586,En Couple,1,true,2892 UQ 55
84981,57,M,242,En Couple,1,true,6193 HY 70
84985,20,M,493,En Couple,2,true,6268 JB 92
84986,76,M,156,En Couple,1,true,795 OQ 27
84993,50,M,1367,En Couple,4,true,7463 BS 92
84998,66,M,915,En Couple,1,true,6418 TG 85
85014,20,F,401,En Couple,3,true,2029 LP 15
85023,57,Masculin,409,En Couple,3,true,6206 XB 39
85025,38,M,783,En Couple,1,true,8011 EW 58
85029,30,F,943,En Couple,0,true,1797 OZ 31
85039,42,M,1146,En Couple,1,true,3388 HX 49
85044,50,M,1236,En Couple,2,true,3228 OM 50
85045,44,F,448,En Couple,3,true,1932 QF 50
85059,28,M,948,En Couple,1,true,3697 OC 41
85065,18,F,482,En Couple,1,true,6322 FU 68
85066,78,M,498,En Couple,1,true,1934 UG 45
85068,36,F,443,En Couple,0,true,6906 DW 87
85070,59,F,429,En Couple,1,true,8716 HS 13
85082,18,M,498,En Couple,4,true,2786 NO 62
85107,28,F,167,En Couple,1,true,9765 EX 81
85109,37,M,524,En Couple,2,true,7257 HQ 14
85110,68,M,591,En Couple,1,true,729 UB 41
85112,27,M,183,En Couple,2,true,1086 OI 46
85113,77,M,481,En Couple,1,true,1741 KH 40
85121,38,M,535,En Couple,2,true,8137 PM 70
85130,64,M,524,En Couple,2,true,5355 VL 47
85147,46,F,210,En Couple,2,true,8516 KV 55
85148,57,M,432,En Couple,3,true,1959 EK 87
85160,33,M,402,En Couple,2,true,3825 FJ 34
85208,18,Masculin,1334,En Couple,1,true,7923 XL 17
85211,21,F,471,En Couple,1,true,6497 NU 91
85213,26,F,848,En Couple,0,true,334 XU 88
85219,58,M,422,En Couple,4,true,3123 FE 52
85224,18,M,476,En Couple,2,true,4272 EA 96
85234,58,M,570,En Couple,1,true,5117 HF 55
85239,59,M,465,En Couple,2,true,8032 RI 41
85265,50,Homme,516,En Couple,2,true,6486 PB 95
85270,74,M,1123,En Couple,1,true,8572 VA 75
85279,27,F,852,En Couple,0,true,592 GA 19
85283,49,F,478,En Couple,1,true,1915 WE 74
85288,27,M,1226,En Couple,1,true,1585 FS 72
85289,61,M,247,En Couple,2,true,3414 GX 23
85290,29,M,911,En Couple,2,true,7846 UF 80
85292,30,F,1144,En Couple,3,true,9777 RP 41
85293,78,M,926,En Couple,4,true,6082 IC 41
85295,42,Masculin,585,En Couple,3,true,3600 LP 39
85305,59,M,512,En Couple,1,true,3350 OG 29
85313,32,F,765,En Couple,2,true,3298 BW 38
85317,71,F,236,En Couple,0,true,6734 EI 24
85345,31,M,839,En Couple,0,true,9146 HS 55
85364,60,M,824,En Couple,4,true,7903 RU 69
85366,50,M,1097,En Couple,2,true,5043 GH 53
85367,50,M,156,En Couple,1,true,9779 ZR 98
85378,57,M,1094,En Couple,3,true,3177 PW 25
85381,44,M,212,En Couple,1,true,3268 UT 34
85386,27,M,503,En Couple,1,true,4464 ZM 92
85389,29,M,160,En Couple,1,true,5394 OX 65
85396,63,M,567,En Couple,1,true,9533 MO 36
85398,19,M,1071,En Couple,0,true,8471 OI 19
85403,71,M,860,En Couple,2,true,966 OA 89
85404,71,F,493,En Couple,3,true,486 MI 64
85432,38,M,462,En Couple,1,true,3646 PX 59
85433,57,M,506,En Couple,3,true,7754 VV 31
85434,26,M,1224,En Couple,2,true,2577 ZU 13
85439,67,M,481,En Couple,0,true,7332 RV 74
85447,21,F,523,En Couple,1,true,7263 YR 54
85452,67,M,1393,En Couple,3,true,9661 IN 68
85470,44,F,996,En Couple,2,true,3569 JL 19
85471,72,F,713,En Couple,4,true,1827 QZ 87
85475,18,M,1158,En Couple,1,true,5262 OX 52
85483,78,M,154,En Couple,4,true,243 TM 78
85484,31,M,226,En Couple,2,true,1702 JW 79
85485,26,M,1018,En Couple,1,true,7959 FP 51
85488,57,M,596,En Couple,3,true,4767 EL 18
85491,29,M,513,En Couple,2,true,6892 HE 49
85494,36,F,532,En Couple,3,true,4196 QJ 27
85501,29,M,217,En Couple,2,true,7826 VS 43
85503,54,M,590,En Couple,0,true,4594 AP 54
85515,51,F,414,En Couple,1,true,1502 FO 67
85516,21,M,453,En Couple,1,true,5224 XF 10
85518,59,M,182,En Couple,2,true,9943 CK 56
85520,47,M,1392,En Couple,1,true,5086 NF 65
85525,49,F,185,En Couple,0,true,8417 XJ 72
85548,18,F,220,En Couple,4,true,802 LV 24
85553,27,M,1115,En Couple,1,true,2590 VZ 94
85554,26,F,568,En Couple,1,true,1484 ZK 11
85560,54,M,424,En Couple,-1,true,9887 YV 93
85564,61,M,979,En Couple,0,true,2256 OF 37
85570,59,M,401,En Couple,3,true,3045 ET 27
85575,26,M,586,En Couple,1,true,767 LP 34
85576,34,M,530,En Couple,2,true,323 QG 30
85587,64,M,504,En Couple,3,true,8645 WM 90
85604,31,M,594,En Couple,0,true,3074 PY 16
85623,22,M,208,En Couple,3,true,1889 UD 87
85647,33,M,760,En Couple,4,true,9569 BA 65
85671,36,F,494,En Couple,1,true,4176 MT 72
85676,52,M,455,En Couple,0,true,174 QQ 71
85684,42,F,436,En Couple,2,true,4965 TV 84
85696,42,F,1106,En Couple,2,true,4271 XU 90
85704,47,M,575,En Couple,2,true,9789 KT 72
85711,26,F,469,En Couple,0,true,4934 TP 57
85721,24,F,490,En Couple,0,true,7171 QB 62
85723,29,M,819,En Couple,3,true,5285 XF 57
85724,82,M,981,En Couple,0,true,5646 MB 84
85738,37,Féminin,1236,En Couple,0,true,9686 HP 33
85748,58,F,184,En Couple,0,true,3986 HQ 10
85749,47,M,1275,En Couple,1,true,6140 VH 51
85752,83,M,448,En Couple,4,true,1824 ID 24
85755,61,M,570,En Couple,2,true,8604 DG 75
85759,68,F,1087,En Couple,3,true,2113 XS 96
85768,59,M,707,En Couple,0,true,141 AF 29
85785,46,M,765,En Couple,0,true,9825 JT 21
85801,60,M,406,En Couple,3,true,6597 YT 64
85808,80,M,440,En Couple,3,true,238 QB 78
85811,75,F,518,En Couple,0,true,609 MZ 17
85812,60,M,1141,En Couple,3,true,7570 OW 12
85814,23,M,481,En Couple,1,true,8602 YV 36
85817,72,M,400,En Couple,0,true,4825 OJ 45
85832,21,M,504,En Couple,0,true,4944 WJ 95
85833,36,M,215,En Couple,2,true,9629 XY 61
85848,33,M,1053,En Couple,2,true,9395 ZE 15
85850,42,M,1298,En Couple,4,true,1151 YZ 88
85853,51,M,829,En Couple,0,true,4354 HZ 60
85862,84,M,159,En Couple,4,true,7401 DR 37
85864,50,F,192,En Couple,1,true,8453 MO 66
85871,32,M,-1,En Couple,1,true,515 IH 61
85891,25,M,247,En Couple,3,true,2720 MW 88
85899,43,M,816,En Couple,1,true,386 UO 92
85904,46,M,729,En Couple,2,true,4578 IZ 31
85905,23,M,597,En Couple,4,true,1681 SY 78
85906,82,M,904,En Couple,2,true,5894 BD 40
85907,62,Femme,870,En Couple,1,true,4889 CN 66
85909,59,M,474,En Couple,3,true,9272 ZD 40
85915,47,F,1185,En Couple,1,true,3433 EW 20
85916,78,M,506,En Couple,4,true,4852 ZN 21
85934,32,M,179,En Couple,0,true,1881 GQ 89
85937,20,M,224,En Couple,1,true,5523 NH 74
85941,53,M,438,En Couple,0,true,1356 LW 47
85945,58,F,490,En Couple,2,true,446 VD 19
85951,31,M,518,En Couple,0,true,8593 KC 56
85956,68,M,159,En Couple,2,true,2415 AF 34
85957,37,M,447,En Couple,1,true,162 ZE 47
85958,18,M,165,En Couple,0,true,5161 MQ 62
85966,24,M,478,En Couple,2,true,4419 SE 87
85985,21,M,530,En Couple,1,true,6559 OD 11
85990,56,M,1270,En Couple,4,true,1850 MC 85
85999,25,F,895,En Couple,1,true,8973 DX 10
86001,22,M,463,En Couple,3,true,7384 DQ 10
86012,44,M,501,En Couple,2,true,6962 OR 61
86032,51,F,970,En Couple,1,true,9561 LL 56
86034,43,M,436,En Couple,2,true,6077 NZ 36
86040,43,M,494,En Couple,4,true,6383 PL 11
86041,36,M,777,En Couple,0,true,3183 DG 19
86043,50,M,970,En Couple,4,true,9110 HS 11
86047,22,M,539,En Couple,3,true,6215 AA 94
86054,61,M,489,En Couple,2,true,5285 KD 43
86074,23,M,400,En Couple,3,true,1656 LN 16
86075,37,M,791,En Couple,3,true,4899 BA 78
86076,34,M,154,En Couple,0,true,7094 RJ 54
86080,58,M,553,Marié(e),1,true,2949 NM 38
86085,35,M,536,En Couple,3,true,968 PT 51
86094,43,M,1308,En Couple,4,true,5202 TS 58
86105,82,M,936,En Couple,1,true,3607 JR 65
86114,43,M,556,En Couple,4,true,3532 II 31
86137,27,M,1327,En Couple,4,true,7988 AI 36
86140,23,M,591,En Couple,1,true,9068 QP 58
86142,20,M,433,En Couple,1,true,8344 IZ 67
86158,57,M,186,En Couple,1,true,244 DM 35
86175,55,M,511,En Couple,2,true,2797 SR 63
86181,18,F,597,En Couple,2,true,781 IM 52
86191,39,F,483,En Couple,2,true,6532 HN 95
86197,51,M,440,En Couple,3,true,3646 JT 34
86202,42,F,590,En Couple,3,true,8177 PY 72
86207,59,M,505,En Couple,0,true,7319 HE 97
86232,36,M,566,En Couple,1,true,1021 UI 51
86237,20,M,486,En Couple,0,true,183 LJ 98
86240,79,M,536,En Couple,1,true,7964 LB 53
86247,39,M,596,En Couple,2,true,9413 OZ 44
86270,44,M,557,En Couple,2,true,8402 GD 57
86276,25,M,493,En Couple,2,true,8601 UJ 10
86282,23,M,1348,En Couple,0,true,9980 CP 29
86309,38,M,1311,En Couple,0,true,1153 AV 62
86317,24,F,889,En Couple,4,true,9411 EB 96
86323,47,M,536,En Couple,4,true,379 WM 77
86330,21,F,498,En Couple,2,true,8803 HR 98
86335,43,M,574,En Couple,1,true,3478 NU 33
86356,23,M,1246,En Couple,3,true,3763 YD 17
86357,79,M,400,En Couple,4,true,28 AK 90
86363,32,Masculin,574,En Couple,2,true,4426 IJ 63
86371,25,F,531,En Couple,2,true,1185 KT 87
86377,42,M,990,En Couple,1,true,4949 QG 45
86380,60,F,1123,En Couple,1,true,4762 DS 47
86384,42,F,468,En Couple,?,true,2561 FM 49
86393,62,M,839,En Couple,4,true,8494 MT 74
86400,53,F,151,En Couple,2,true,936 IG 84
86402,19,F,226,En Couple,2,true,1352 XJ 50
86407,63,F,1372,En Couple,1,true,8520 EC 84
86415,18,F,932,En Couple,0,true,9762 BS 90
86432,58,M,1229,En Couple,2,true,1633 CN 71
86434,84,M,463,En Couple,3,true,1485 WC 52
86437,44,F,832,En Couple,2,true,7325 SS 90
86439,75,Masculin,476,En Couple,1,true,1530 FL 29
86454,83,M,893,En Couple,0,true,7276 SN 75
86490,33,M,532,En Couple,2,true,2104 UN 21
86499,43,M,505,En Couple,4,true,2474 TD 98
86501,61,M,421,En Couple,1,true,949 XX 84
86520,52,F,439,En Couple,0,true,1160 ML 69
86521,55,Homme,707,En Couple,3,true,7463 VE 36
86530,41,M,586,En Couple,1,true,7838 SP 50
86534,52,M,485,En Couple,1,true,555 FC 51
86538,22,F,500,En Couple,1,true,4721 BM 74
86548,54,M,234,En Couple,4,true,9424 MG 96
86551,45,M,535,En Couple,3,true,2192 HT 19
86558,57,F,234,En Couple,3,true,277 QN 61
86563,37,M,1305,En Couple,0,true,7018 QI 13
86566,79,M,412,En Couple,3,true,4293 DX 48
86575,83,M,152,En Couple,4,true,4006 ZA 82
86578,26,M,168,En Couple,4,true,9332 OQ 62
86580,62,F,448,En Couple,4,true,7176 MA 77
86581,39,F,158,En Couple,2,true,7027 PZ 11
86584,31,F,535,En Couple,3,true,7706 VA 53
86586,21,M,540,En Couple,2,true,5902 ZE 75
86587,45,M,590,En Couple,2,true,2655 XO 32
86597,46,F,590,En Couple,4,true,3550 OH 97
86599,23,F,224,En Couple,3,true,3068 ER 43
86617,43,F,1116,En Couple,4,true,723 DV 32
86619,73,M,437,En Couple,0,true,5636 GT 81
86625,24,M,942,En Couple,2,true,5548 CH 59
86641,83,F,855,En Couple,2,true,906 CW 34
86664,75,M,1347,En Couple,1,true,6017 MF 95
86667,18,F,985,En Couple,0,true,7234 BU 51
86674,24,M,1198,En Couple,3,true,4184 YZ 60
86680,27,M,562,En Couple,4,true,2404 LA 74
86683,57,M,550,En Couple,0,true,5615 XM 47
86693,19,F,940,En Couple,4,true,3804 TL 88
86694,49,M,182,En Couple,1,true,2225 IK 16
86701,45,M,577,En Couple,1,true,7551 XC 37
86708,18,F,529,En Couple,1,true,8653 RE 69
86711,23,F,533,En Couple,2,true,7363 YL 34
86717,48,F,1277,En Couple,4,true,1411 KK 56
86728,69,M,437,En Couple,4,true,5680 MO 61
86731,29,F,170,En Couple,3,true,7663 VC 23
86733,48,F,541,En Couple,2,true,2735 YJ 18
86747,54,M,463,En Couple,3,true,2653 ER 20
86752,55,M,468,En Couple,3,true,5419 DF 40
86754,68,M,1061,En Couple,4,true,112 XJ 21
86760,38,F,459,En Couple,0,true,2563 XH 61
86775,41,M,229,En Couple,2,true,401 TG 43
86832,39,M,540,En Couple,2,true,3957 NW 34
86834,52,M,571,En Couple,0,true,6317 ZA 40
86841,51,M,1354,En Couple,0,true,8112 WT 14
86845,53,F,463,En Couple,1,true,8536 ZZ 13
86856,46,M,215,En Couple,1,true,3730 MO 56
86861,44,M,525,En Couple,1,true,4677 QY 77
86862,71,M,574,En Couple,2,true,578 DB 49
86869,25,M,199,En Couple,3,true,7207 NF 57
86883,39,M,156,En Couple,0,true,1799 BR 51
86884,43,F,444,En Couple,4,true,9850 QS 37
86891,19,M,820,En Couple,1,true,5760 TD 91
86901,23,F,445,En Couple,2,true,3914 KP 64
86909,56,F,401,En Couple,2,true,7166 JL 32
86914,24,M,791,En Couple,2,true,8880 IC 25
86918,58,F,1301,En Couple,0,true,3282 VD 56
86930,20,M,426,En Couple,3,true,4285 AE 21
86941,25,M,158,En Couple,4,true,481 XA 92
86954,73,M,181,En Couple,2,true,5347 SE 17
86969,38,M,553,En Couple,3,true,6053 RG 58
86990,39,F,184,En Couple,2,true,3544 VG 35
86993,20,M,494,En Couple,1,true,872 JV 47
86998,26,F,201,En Couple,0,true,7597 AZ 78
87001,44,M,439,En Couple,3,true,6927 CN 21
87016,44,F,199,En Couple,0,true,4948 NK 33
87020,26,M,183,En Couple,4,true,8509 OM 38
87022,38,F,1352,En Couple,0,true,8315 RD 69
87023,51,M,444,En Couple,0,true,5391 SJ 15
87031,41,M,500,En Couple,4,true,4959 JQ 91
87035,31,M,746,En Couple,0,true,6722 SS 97
87037,25,M,534,En Couple,4,true,639 CS 64
87050,32,M,1348,En Couple,4,true,203 PD 53
87056,18,M,812,En Couple,0,true,4271 EE 85
87066,56,M,1192,En Couple,3,true,6358 ZI 91
87067,60,M,579,En Couple,3,true,6670 IQ 13
87075,56,F,1066,En Couple,3,true,4640 LE 43
87076,22,M,484,En Couple,2,true,257 DW 24
87081,62,M,1198,En Couple,1,true,4963 IZ 49
87094,38,F,1111,En Couple,2,true,8294 RR 53
87101,22,F,178,En Couple,2,true,8394 MU 70
87103,21,M,440,En Couple,3,true,314 QD 73
87107,26,F,432,En Couple,2,true,2472 AR 40
87121,49,M,1385,En Couple,3,true,5591 DG 10
87124,21,M,523,En Couple,0,true,9765 TZ 89
87135,38,M,574,En Couple,3,true,9939 FA 59
87141,25,F,496,En Couple,0,true,2363 JJ 68
87147,23,F,249,En Couple,0,true,7772 YU 70
87153,37,M,227,En Couple,1,true,8028 UU 42
87155,53,F,486,En Couple,1,true,988 GC 48
87156,38,M,762,En Couple,1,true,3558 JX 12
87159,36,M,595,En Couple,1,true,273 ZB 22
87162,29,M,1012,En Couple,2,true,9767 IZ 30
87165,51,M,161,En Couple,2,true,6696 HA 52
87171,27,M,546,En Couple,0,true,8731 EU 11
87172,24,M,901,En Couple,1,true,3472 WL 34
87176,74,F,802,En Couple,0,true,8619 PH 56
87197,66,F,508,En Couple,2,true,5935 WH 78
87199,27,M,547,En Couple,2,true,982 BF 62
87219,38,M,165,En Couple,4,true,5680 CQ 86
87238,40,M,452,En Couple,4,true,526 DW 73
87239,35,M,443,En Couple,1,true,291 HE 41
87242,29,M,1043,En Couple,0,true,1743 SE 86
87243,22,Homme,521,En Couple,3,true,2783 SZ 79
87244,30,F,740,En Couple,0,true,5713 LT 23
87253,18,F,925,En Couple,1,true,8475 FN 88
87255,19,M,745,En Couple,4,true,1237 CT 96
87259,43,M,466,En Couple,4,true,6529 BF 26
87265,23,F,439,En Couple,0,true,8176 FZ 19
87266,52,M,221,En Couple,0,true,9632 HL 28
87284,43,F,181,En Couple,1,true,7535 AO 39
87285,43,M,164,En Couple,0,true,1076 ET 92
87290,26,M,551,En Couple,4,true,8388 CW 84
87303,26,F,865,En Couple,0,true,1362 QI 35
87306,29,F,465,En Couple,2,true,4336 ZT 52
87314,18,M,560,En Couple,0,true,42 MP 54
87320,54,M,1375,En Couple,0,true,1712 ML 47
87340,52,F,1023,En Couple,0,true,7161 IF 76
87355,53,M,168,En Couple,2,true,9489 OP 90
87367,44,M,510,Marié(e),4,true,499 ZE 72
87381,24,M,1212,En Couple,0,true,2561 UR 44
87386,45,M,1088,En Couple,4,true,6184 EM 32
87389,37,M,406,En Couple,4,true,5223 KD 30
87390,40,M,167,En Couple,2,true,5940 UW 90
87400,56,M,420,En Couple,2,true,841 PL 71
87402,55,F,533,En Couple,2,true,8608 YR 80
87423,38,M,458,En Couple,1,true,1931 IB 38
87428,40,M,239,En Couple,4,true,2940 ZU 19
87429,52,M,743,En Couple,0,true,8702 GI 45
87432,19,M,448,En Couple,0,true,5727 NO 16
87433,74,M,567,?,4,true,85 WS 74
87442,18,M,465,En Couple,0,true,1721 ML 48
87453,21,M,486,En Couple,4,true,4046 CH 52
87457,81,F,742,En Couple,0,true,1170 DS 67
87467,70,F,244,En Couple,3,true,8380 UP 84
87483,57,M,1251,En Couple,3,true,5096 YL 48
87485,48,M,983,En Couple,0,true,1146 GE 72
87486,18,Homme,516,En Couple,4,true,8037 WF 71
87494,26,M,150,En Couple,2,true,7763 EO 67
87496,28,M,431,En Couple,3,true,8149 JY 89
87509,40,F,198,En Couple,0,true,9344 ZO 41
87519,75,M,222,En Couple,1,true,5126 UB 63
87532,45,M,558,En Couple,1,true,2095 OI 73
87533,51,M,161,En Couple,1,true,7081 GE 36
87544,20,F,557,En Couple,2,true,6850 AU 27
87547,70,M,157,En Couple,0,true,3726 GL 19
87557,53,F,519,En Couple,2,true,7519 IH 93
87558,19,M,436,En Couple,0,true,9117 CM 48
87565,58,F,559,Marié(e),3,true,150 SC 20
87573,53,F,518,En Couple,1,true,3706 NG 80
87577,21,M,1208,En Couple,2,true,5921 EH 91
87584,83,M,1389,En Couple,0,true,4135 LV 66
87585,55,M,1222,En Couple,3,true,9534 EM 92
87594,37,Masculin,216,En Couple,0,true,757 FV 28
87612,21,F,539,En Couple,0,true,2920 FB 85
87614,46,M,1332,En Couple,2,true,6018 ZR 90
87637,41,F,442,En Couple,0,true,2966 UC 30
87641,29,M,183,En Couple,0,true,9065 TO 47
87658,40,F,202,En Couple,3,true,2449 DH 59
87667,36,F,1223,En Couple,1,true,4454 WC 67
87684,31,F,452,En Couple,1,true,2856 NV 30
87696,67,M,792,En Couple,1,true,6633 HB 34
87708,18,F,582,En Couple,1,true,9246 EY 93
87715,29,F,933,En Couple,2,true,1867 GF 19
87720,36,M,407,En Couple,1,true,183 OT 58
87721,39,M,219,En Couple,3,true,7239 OJ 35
87725,21,F,487,En Couple,0,true,5360 LV 24
87731,23,M,185,En Couple,2,true,7514 UR 15
87733,76,F,588,En Couple,1,true,9237 GV 44
87737,53,F,424,En Couple,2,true,7690 BR 40
87744,33,M,169,En Couple,2,true,2236 IU 42
87768,58,M,500,En Couple,1,true,7029 ZP 45
87777,18,M,222,En Couple,3,true,3790 JI 46
87786,30,M,167,En Couple,4,true,9901 ED 14
87793,38,M,536,En Couple,4,true,7989 AL 91
87814,28,M,443,En Couple,1,true,6761 HK 36
87820,20,M,1037,En Couple,2,true,4045 EV 41
87826,54,F,995,En Couple,4,true,1926 TI 39
87840,52,F,583,En Couple,3,true,6702 HQ 56
87844,55,M,704,En Couple,1,true,7969 SZ 14
87847,67,M,511,En Couple,3,true,8361 VR 58
87862,66,M,246,En Couple,4,true,5565 SI 31
87876,44,M,524,En Couple,3,true,5098 RG 18
87879,81,M,503,En Couple,1,true,6226 TB 37
87882,33,M,822,En Couple,0,true,7244 KL 44
87891,41,M,214,En Couple,2,true,3798 TA 68
87895,20,F,566,En Couple,2,true,7832 GL 22
87904,26,M,578,En Couple,4,true,9237 AN 53
87906,60,M,421,En Couple,2,true,9179 WY 78
87925,77,M,407,En Couple,2,true,5743 QU 51
87927,79,M,226,En Couple,3,true,5546 AR 47
87932,79,F,470,En Couple,0,true,7161 ID 11
87934,25,F,575,En Couple,4,true,3912 QG 26
87940,76,M,496,En Couple,2,true,4036 CA 88
87947,21,M,485,En Couple,2,true,2354 QA 47
87966,55,M,527,En Couple,0,true,7109 CK 89
87967,40,M,192,En Couple,4,true,5470 CR 47
87982,72,M,457,En Couple,4,true,8787 BQ 67
87983,38,F,236,En Couple,0,true,691 MN 39
87994,49,M,1397,En Couple,4,true,7709 OZ 75
88026,79,F,162,En Couple,3,true,5313 LK 40
88030,34,M,857,En Couple,1,true,8426 AO 19
88045,51,M,999,En Couple,2,true,6713 JP 57
88049,40,M,879,En Couple,0,true,5038 NH 73
88050,25,M,596,En Couple,2,true,7969 VY 10
88053,25,M,868,En Couple,2,true,6751 TK 15
88069,69,M,802,En Couple,2,true,3318 DS 45
88075,57,F,1375,En Couple,4,true,7118 DB 70
88078,71,F,1105,En Couple,0,true,1660 XQ 69
88079,84,F,1037,En Couple,1,true,1713 LR 33
88085,40,M,1330,En Couple,0,true,9253 KC 31
88092,75,M,193,En Couple,4,true,4080 ZD 14
88097,59,M,451,En Couple,1,true,331 OS 87
88116,44,M,171,En Couple,2,true,3637 KZ 59
